基聲旁,後期韵部,上古前後演變,上古後期魯曹雅言,聲母,等,開合,韻母,聲調,反切,廣通中古拼音,南京官話拼音,字,略註
芇,見(元1),,mˤɛnɣ,明,四,開,先,上,彌殄,mién,miän3,芇,
芇,元(元0),,man,明,三,開,仙A,平,武延,miän,miän2,芇,
芇,見(元1),,mɛn,明,三,合,元,平,武元,müon,uang2,樠,
芇,文,,mˤən,明,一,合,魂,平,莫奔,muon,men2,樠璊𣯩䊟,
芇,元(元0),,mˤanɣ,明,一,合,桓,上,莫旱,muán,mang3,懣滿𢟮𥲈鏋,
芇,文,,mˤənɣ,明,一,合,魂,上,模本,múon,men3,懣,
芇,文,,mˤənh,明,一,合,魂,去,莫困,mùon,men4,懣,
虍,歌(歌0),,xʀɛ,曉,三,開,支B,平,許羈,hyï,xi1,戲1巇𤃪𢹍𧕆䖒㺣𣤴𢨛㚀隵,
虍,歌(歌0),,xʀɛh,曉,三,開,支B,去,香義,hyï̀,xi4,戲1嚱,
虍,鐸,,kʀʷˤak,見,二,合,陌,入,古伯,kräk,gä5,唬虢㶁𧭣,
虍,魚,,xʀˤah,曉,二,開,麻,去,呼訝,hrà,xa4,唬諕(𧫒),
虍,鐸,,xʀʷˤak,曉,二,合,陌,入,虎伯,hwäk,huä5,諕謋,
虍,宵,,ŋʀø,疑,三,開,宵B,去,牛召,ngyä̀u,iao4,𧇠,
虍,魚,,xˤa,曉,一,開,模,平,荒烏,ho,hu1,虍戲2雐䰧,
虍,魚,,ɣˤaɣ,匣,一,開,模,上,侯古,xó,hu4,𨛸,
虍,魚,,xˤaɣ,曉,一,開,模,上,呼古,hó,hu3,虎琥𨛵萀䗂,
虍,鐸,,gʀak,群,三,開,陌,入,奇逆,gyäk,ji5,劇㘌,
虍,魚,,gaɣ,群,三,開,魚,上,其吕,gyó,jü4,鐻𦼫𧇽虡簴,
虍,魚,,ga,群,三,開,魚,平,強魚,gyo,qü2,鐻豦𦼫𨞙㯫䟊,
虍,魚,,kah,見,三,開,魚,去,居御,kyò,jü4,鐻澽豦據,
虍,魚,,gaɣh,群,三,開,魚,去,其據,gyò,jü4,醵澽遽勮,
虍,鐸,,gak,群,三,開,藥,入,其虐,gyak,jo5,醵噱臄(䐘),噱𠶸同源
虍,魚,,ga,群,三,開,魚,平,強魚,gyo,qü2,𥴧醵蘧𨎶璩籧䆽𧝔懅,
虍,魚,,kaɣ,見,三,開,魚,上,居許,kyó,jü3,𥴧,
虍,魚,,gʷa,群,三,合,虞,平,其俱,güo,qü2,蘧,
虍,魚,,kʰa,溪,三,開,魚,平,去魚,khyo,qü1,虛墟㠊𢴮,
虍,魚,,xa,曉,三,開,魚,平,朽居,hyo,xü1,虛噓驉歔魖𥛳,
虍,魚,,xah,曉,三,開,魚,去,許御,hyò,xü4,噓,
虍,魚,,kʰlʷaɣ,昌,三,開,魚,上,昌與,tsjhyó,chu3,處,
虍,魚,,kʰlʷah,昌,三,開,魚,去,昌據,tsjhyò,chu4,處䖏,
虍,魚,,tʰʀa,徹,三,開,魚,平,丑居,tchyo,chu1,攄,
虍,魚,,ʀaɣ,來,三,開,魚,上,力舉,lyó,lü3,儢,
虍,魚,,ʀah,來,三,開,魚,去,良倨,lyò,lü4,櫖慮勴𥶌𠣊鑢𡾅,
虍,魚,,ʀa,來,三,開,魚,平,力居,lyo,lü2,䰕蘆櫖臚廬驢藘爈㠠,
虍,魚,,ʀˤa,來,一,開,模,平,落胡,lo,lu2,䰕蘆㢚㿖盧鑪壚籚顱髗鱸攎櫨轤黸獹鸕艫纑瀘瓐爐𢐸𤮧嚧矑𧇄𧆨罏蠦㪭𦿊,
虍,魚,,ʀˤaɣ,來,一,開,模,上,郎古,ló,lu3,㢚虜擄艣鐪䲐,
虍,魚,,ʀˤah,來,一,開,模,去,洛故,lò,lu4,㿖𤻱,
虍,魚,,ʀˤa,來,一,開,模,平,落胡,lo,lu2,膚,
虍,魚,,pʀa,幫,三,合,虞,平,甫無,püo,fu1,膚𧀴,訓“皮”
虫,文,,kʷˤən,見,一,合,魂,平,古渾,kuon,guen1,䖵,
虫,微,,xʷˤəl,曉,一,合,灰,平,呼恢,huöi,huei1,䖶,
虫,微,,xʷəlɣ,曉,三,合,微,上,許偉,hüë́i,huei3,虫𩃾,
血,質,ek>øt,xʷˤøt,曉,四,合,屑,入,呼決,hvet,xüe5,血𥅧䆝䒸,
血,錫,,xʷˤɛk,曉,四,合,錫,入,呼狊,hvek,xü5,殈,
血,質,ek>øt,ɣløt,以,三,開,質A,入,弋質,jit,i5,洫,集韻弋質切
血,職,ek>øt,xʷək,曉,三,合,職,入,況逼,hüyk,xü5,洫侐䦗𨵨,
血,質,ek>øt,xʷøth,曉,三,合,脂A,去,火季,hvì,huei4,侐,
血,質,ek>øt,sxʷøt,心,三,合,術,入,辛聿,svit,sü5,卹恤賉欰,
行,陽,,ɣʀˤaŋh,匣,二,開,庚,去,下更,xrä̀ng,hen4,行胻絎,
行,陽,,ɣˤaŋ,匣,一,開,唐,平,胡郎,xang,hang2,筕桁行胻,
行,陽,,ɣʀˤaŋ,匣,二,開,庚,平,戸庚,xräng,hen2,行筕桁胻衡䯒洐珩蘅,
行,陽,,ɣˤaŋh,匣,一,開,唐,去,下浪,xàng,hang4,行,
行,陽,,ɣʀˤaŋɣ,匣,二,開,庚,上,何梗,xrä́ng,hen4,荇,莕荇同
衣,微,,hˤəl,影,一,開,咍,平,烏開,qöi,ä1,哀,
衣,微,,hʷˤəlh,影,一,合,灰,去,烏繢,quö̀i,uei4,㕈,
衣,微,,hˤəlɣ,影,一,開,咍,上,於改,qö́i,ä3,㕈,
衣,微,,həlɣ,影,三,開,微,上,於豈,qyë́i,i3,㥋㕈扆偯,
衣,微,,həl,影,三,開,微,平,於希,qyëi,i1,衣㥋依㛄䧇,
衣,微,,həlh,影,三,開,微,去,於旣,qyë̀i,i4,衣,
衣,文,,hˤən,影,一,開,痕,平,烏痕,qon,en1,𤇯,
西,脂,,sxˤølh,心,四,開,齊,去,蘇計,sièi,si4,栖,
西,脂,,sxˤøl,心,四,開,齊,平,先稽,siei,si1,栖粞西卤𠧧,
西,之,,sxˤə,心,一,開,咍,平,蘇來,söi,sä1,粞毢,中古新造字，毰毢配疊韻
西,微,,sxˤəlɣ,心,四,開,齊,上,先禮,siéi,si3,洒,
西,皮(歌1),,sxʀˤɛlh,生,二,開,佳,去,所賣,scrè,shä4,洒,
西,真(真0),,skʰˤønh,清,四,開,先,去,倉甸,tshièn,ciän4,茜,
西,文,,xlənɣ,書,三,開,真A,上,式忍,sjín,shen3,哂,
㐁,侵,,xlˤəmh,透,一,開,覃,去,他紺,thö̀m,tang4,㐁,
㐁,嚴(談1),,xlˤɛmh,透,四,開,添,去,他念,thièm,tiän4,㐁,
㐁,葉(葉0),,dʀaph,澄,三,開,祭B,去,直例,dcyèj,zhr4,𦭮,
㫃,見(元1),,hɛnɣ,影,三,開,元,上,於幰,qyón,iän3,㫃,
㫃,元(元0),,hʀanɣ,影,三,開,仙B,上,於蹇,qyä́n,iän3,㫃,
㬰,侯,,lɔ,以,三,合,虞,平,羊朱,jüo,ü2,㥚𦺮楰㬰(臾)腴諛萸𤜹(𣢧)𤧙𥯮𥔢,
㬰,侯,,lɔɣ,以,三,合,虞,上,以主,jüó,ü3,㥚𦺮楰庾斞,
㬰,侯,,lɔ,以,三,合,虞,平,羊朱,jüo,ü2,㳛,
㬰,幽,,lo,以,三,開,尤,平,以周,jyu,iou2,㳛,
㬰,屋,,lɔk,以,三,開,燭,入,余蜀,jyok,ü5,𩀑,鴝鵒乃分音詞
䏌,文,,ɣlənh,以,三,開,真A,去,羊晉,jìn,in4,胤酳洕,
䏌,質,,sxˤøt,心,四,開,屑,入,先結,siet,sie5,屑榍糏𦵱𦞚㨝,
䏌,物,,sxʷˤət,心,一,合,沒,入,蘇骨,suot,su5,屑𪌯𪍛,
䏌,質,,skʰˤøt,清,四,開,屑,入,千結,tshiet,cie5,𪙌,弋誤做七？
䏌,質,,ɣløt,以,三,開,質A,入,夷質,jit,i5,佾,
𠂢,錫,,pʀˤɛkh,幫,二,開,佳,去,方卦,prè,bä4,𠂢(庍),
𠂢,錫,,pʰˤɛk,滂,四,開,錫,入,普擊,phiek,pi5,䤨,
𠂢,錫,,pʰʀˤɛkh,滂,二,開,佳,去,匹卦,phrè,pä4,派𠂢𥿯㭛,
𠂢,覺,,pʰʀˤok,滂,二,開,覺,入,匹角,phrök,po5,𥛟,
𠂢,錫,,mˤɛk,明,四,開,錫,入,莫狄,miek,mi5,覛覓䮭漞(㵋)漞𧱻䌐𧐎,
𠂢,錫,,mʀˤɛk,明,二,開,麥,入,莫獲,mrek,mä5,覛𧖴脈脉衇霢眽𧡒,
𠂤,微,,klʷˤəl,端,一,合,灰,平,都回,tuöi,duei1,頧磓塠䭔鴭𢈹𩈜𠂤𡏩,𠂤同堆
𠂤,微,,klʷˤəlɣ,端,一,合,灰,上,都罪,tuö́i,duei3,頧䏨(𦞙)𡑈,
𠂤,微,,xlʷˤəl,透,一,合,灰,平,他回,thuöi,tuei1,𨋱㷟,
𠂤,微,,tʀʷəl,知,三,合,脂B,平,陟隹,tcüi,zhuei1,追䨨,
𠂤,微,,klʷˤəl,端,一,合,灰,平,都回,tuöi,duei1,(=鎚)搥,
𠂤,微,,dʀʷəl,澄,三,合,脂B,平,直追,dcüi,chuei2,鎚槌桘,同椎
𠂤,皮(歌1),,dʀʷɛlh,澄,三,合,支B,去,馳僞,dcüï̀,zhuei4,槌,
𠂤,皮(歌1),,dʀʷɛlh,澄,三,合,支B,去,馳僞,dcüï̀,zhuei4,縋膇,
𠂤,微,,dʀʷəlh,澄,三,合,脂B,去,直類,dcüì,zhuei4,鎚,
𠂬,歌(歌0),,ŋʷˤal,疑,一,合,戈,平,五禾,nguö,o2,𠂬,todo：併入𠂆
𠂬,歌(歌0),,ŋʷˤalɣ,疑,一,合,戈,上,五果,nguö́,o3,𠂬,
𠂬,歌(歌0),,ŋʷˤalɣ,疑,一,合,戈,上,五果,nguö́,o3,㛂,
𠂬,歌(歌0),,nʷˤalɣ,泥,一,合,戈,上,奴果,nuö́,lo3,㛂𢫷,婐㛂訓婀娜；𢫷或訓挪
𠑹,魚,,kˤaɣ,見,一,開,模,上,公戸,kó,gu3,𠑹,todo：單列
𠬪,幽,,bˤoh,並,一,開,豪,去,薄報,bàu,bao4,𤔣,
𠬪,宵,,pʰʀˤø,滂,二,開,肴,平,匹交,phrau,pao1,拋,
𠬪,宵,,pʰʀˤøh,滂,二,開,肴,去,匹皃,phràu,pao4,拋,
𠬪,宵,,bøɣ,並,三,開,宵A,上,符少,biä́u,biao4,𦭼,
𠬪,宵,,bʀøɣ,並,三,開,宵B,上,平表,byä́u,biao4,𣧶(殍)𦭼(莩)𠬪,
𠬪,微,,bʀəɣ,並,三,開,脂B,上,符鄙,byí,bei4,𣧶(殍),
𡉉,屋,,hˤɔk,影,一,開,屋,入,烏谷,quk,u5,屋𡲃𦤿剭𨜘𪑱,
𡉉,屋,,hʀˤɔk,影,二,開,覺,入,於角,qrök,o5,渥握偓幄楃喔腛𪑱齷媉,
𡉉,屋,,kʀˤɔk,見,二,開,覺,入,古岳,krök,jo5,瑴,
𡉉,屋,,kˤɔk,見,一,開,屋,入,古禄,kuk,gu5,瑴穀糓轂榖瀔𪇗𪕸䐨,
𡉉,屋,,kˤɔkh,見,一,開,侯,去,古候,kù,gou4,彀𤚼㝅,
𡉉,屋,,kʰˤɔk,溪,一,開,屋,入,空谷,khuk,ku5,䍍㲉𪍠㲄𣫓,𪍠麴同源
𡉉,屋,,kʰˤɔkh,溪,一,開,侯,去,苦候,khù,kou4,䍍鷇㜌瞉,𡠆瞀同怐愗
𡉉,屋,,kʰʀˤɔk,溪,二,開,覺,入,苦角,khrök,qo5,㲉㱿愨𠕓觳,
𡉉,屋,,gˤɔk,匣,一,開,屋,入,胡谷,xuk,hu5,觳縠螜𧂔𨢋𣹬,
𡉉,屋,,xˤɔk,曉,一,開,屋,入,呼木,huk,hu5,嗀豰𧹲㷤,
𡉉,覺,,xʀˤok,曉,二,開,覺,入,許角,hrök,xo5,嗀𩌊,
𡉉,覺,,xʀˤok,曉,二,開,覺,入,許(評蒲)角,hrök,xo5,豰,
𡰪,屋,,tˤɔk,端,一,開,屋,入,丁木,tuk,du5,𡰪,todo：單列
𡰪,覺,,tˤok,端,一,開,沃,入,冬毒,tok,du5,𡰪,
𡰫,元(元0),,tʰʀˤanh,徹,二,開,刪,去,丑晏,tchràn,chang4,㬄,
𡰫,元(元0),,nʀˤanɣ,娘,二,開,刪,上,奴板,nrán,lang3,赧㫱,
𡰫,元(元0),,nʷanɣ,日,三,合,仙A,上,而兖,njvä́n,ruang3,㞋𠭼(㼱𠤦)𠬫𢘎,軟㞋𠭼同
𡰫,侯,,nɔ,日,三,合,虞,平,人朱,njüo,ru2,𠭼(㼱)𠬫,訓臑
𡰫,元(元0),,nʀanɣ,娘,三,開,仙B,上,尼展,nyä́n,liän3,𨋚㞋,趁𨋚同 todo：改㞋聲
𡰫,元(元0),,nʀanh,娘,三,開,仙B,去,女箭,nyä̀n,liän4,𨋚(輾碾),todo：併入展
𡵂,微,,xʷəl,曉,三,合,微,平,許歸,hüëi,huei1,徽鰴幑,
𡵂,微,,məl,明,三,合,微,平,無非,müëi,uei2,矀㵟薇䉠微𢼸䥩癓,
𡵂,微,,mʀəl,明,三,開,脂B,平,武悲,myi,mei2,黴矀㵟薇䉠覹,
𡵂,微,,mˤəlh,明,一,合,灰,去,莫佩,muö̀i,mei4,黴,
𡵂,微,,mʀəlɣ,明,三,開,脂B,上,無鄙,myí,mei3,媺,
歺,月(月0),,ŋˤat,疑,一,開,曷,入,五割,ngat,o5,歺,
歺,月(月0),,ʀˤat,來,一,開,曷,入,盧達,lat,la5,䶛,
歺,月(月0),,skˤat,精,一,開,曷,入,姊末,tsat,za5,𠛱𨀨拶㳨,
歺,月(月0),,ʀat,來,三,開,薛A,入,良辥,liät,lie5,𠛱鮤洌𩢾䅀栵迾列蛚烈冽裂茢颲鴷㤠挒𡊻姴,栵栗同源 挒搩同源
歺,月(月0),,ʀath,來,三,開,祭A,去,力制,lièj,li4,鮤洌𩢾䅀栵例㾐𢂥,栵同櫔䅀同𥣭䮋同𩧃
歺,歌(歌0),,ʀalɣ,來,三,開,支A,上,力紙,liḯ,li3,峛,
歺,月(月0),,ʀat,來,三,開,薛A,入,良辥,liät,lie5,𡿪,
歺,物,,ŋʀət,疑,三,開,質B,入,魚乙,ngyt,i5,𡿪𠡝,
歺,月(月0),,kʰlath,昌,三,開,祭A,去,尺制,tsjhièj,chr4,銐,
歺,月(月0),rg>dʀ,dʀath,澄,三,開,祭B,去,直例,dcyèj,zhr4,銐,
歺,物,,kʰʷˤət,溪,一,合,沒,入,苦骨,khuot,ku5,𧷎𡑧𥌄,
歺,月(月0),,gʀˤat,匣,二,開,鎋,入,胡瞎,xrat,xa5,𧷎,
歺,物,,kˤəth,見,一,開,咍,去,古代,kö̀i,gä4,㕢,
歺,月(月0),,gʀˤath,匣,二,開,夬,去,何犗,xràj,xä4,㕢,
歺,物,,gˤəth,匣,一,開,咍,去,胡槩,xö̀i,hä4,瀣,
歺,物,,gʀˤəth,匣,二,開,皆,去,胡介,xrä̀i,xä4,瀣䪥薤㒠韰,
歺,元(元0),,sgˤan,從,一,開,寒,平,昨干,dzan,cang2,𣦼,
歺,元(元0),,skʰˤanh,清,一,開,寒,去,蒼案,tshàn,cang4,粲㛑燦璨薒𪆶,
歺,元(元0),,skʰʷˤanh,清,一,合,桓,去,七亂,tshuàn,cuang4,殩,
歺,見(元1),,skʰˤɛnh,清,四,開,先,去,倉甸,tshièn,ciän4,𢂺,
歺,元(元0),,skʰˤan,清,一,開,寒,平,七安,tshan,cang1,餐湌,
歺,文,,sxʷˤən,心,一,合,魂,平,思渾,suon,suen1,飧蕵,餐省聲？
𦣞,之,,sɣəɣ,邪,三,開,之,上,詳里,zý,sy4,洍,
𦣞,之,,ɣlə,以,三,開,之,平,與之,jy,i2,洍媐姬1弬㼢𣐵𦣞𩠢頤㺿宧𦚟䱌,
𦣞,之,,xə,曉,三,開,之,平,許其,hy,xi1,媐熙,
𦣞,之,,kə,見,三,開,之,平,居之,ky,ji1,姬2䇫,
𦣞,之,,sxə,心,三,開,之,平,息兹,sy,sy1,㺇,
𦣞,之,,kləɣ,章,三,開,之,上,諸市,tsjý,zhr3,茝,
𦣞,之,,kʰlˤəɣ,昌,一,開,咍,上,昌紿,tsjhö́i,chä3,茝,
𦥑,覺,,kok,見,三,開,屋,入,居六,kyuk,jü5,䳔閰,
𦥑,覺,,kok,見,三,開,屋,入,居六,kyuk,jü5,𦥑,
𦥑,屋,,kɔk,見,三,開,燭,入,居玉,kyok,jü5,𦥑,同拲
𦥑,屋,,kɔk,見,三,開,燭,入,居玉,kyok,jü5,𧤑,
𦥑,覺,,ɣˤokh,匣,一,開,侯,去,胡遘,xù,hou4,鱟,todo：併入𦥑
𦥑,覺,,hˤok,影,一,開,沃,入,烏酷,qok,u5,鱟䁷,
𦥑,覺,,kʀˤok,見,二,開,覺,入,古岳,krök,jo5,䁷,
𦥑,覺,,hˤok,影,一,開,沃,入,烏酷,qok,u5,䑁,
𦥑,屋,,hˤɔk,影,一,開,屋,入,烏谷,quk,u5,䑁,
𦥑,覺,,kʀˤok,見,二,開,覺,入,古岳,krök,jo5,覺,
𦥑,覺,,kʀˤokh,見,二,開,肴,去,古孝,kràu,jao4,覺,
𦥑,侯,,kʀˤɔɣ,見,二,開,肴,上,古巧,kráu,jao3,攪,
𦥑,覺,,hˤok,影,一,開,沃,入,烏酷,qok,u5,䮸,擬聲
𦥑,覺,,kʀˤok,見,二,開,覺,入,古岳,krök,jo5,䮸,擬聲
𦥑,覺,,hʀˤok,影,二,開,覺,入,於角,qrök,o5,䮸鷽𠿟,擬聲
𦥑,覺,,ɣʀˤok,匣,二,開,覺,入,胡覺,xrök,xo5,鷽,
𦥑,覺,,hˤok,影,一,開,沃,入,烏酷,qok,u5,觷,
𦥑,覺,,ŋʀˤok,疑,二,開,覺,入,五角,ngrök,io5,觷,
𦥑,覺,,ɣʀˤok,匣,二,開,覺,入,胡覺,xrök,xo5,觷,
𦥑,覺,,ɣʀˤok,匣,二,開,覺,入,胡覺,xrök,xo5,學𥀣澩,
𦥑,覺,,gʀˤok,匣,二,開,覺,入,胡覺,xrök,xo5,嶨,
𦥑,覺,,kʰʀˤok,溪,二,開,覺,入,苦角,khrök,qo5,嶨,
𦥑,覺,,ɣʀˤokh,匣,二,開,肴,去,胡敎,xràu,xao4,斅𣱓,
𦥑,覺,,kʰʀˤok,溪,二,開,覺,入,苦角,khrök,qo5,礐,
𦥑,職,,ʀʷˤək,來,二,開,麥,入,力摘,lrek,lä5,礐,礐硞與䃕確同源
𦥑,屋,,gˤɔk,匣,一,開,屋,入,胡谷,xuk,hu5,礐,擬聲
𦥑,覺,,gˤok,匣,一,開,沃,入,胡沃,xok,hu5,礐,擬聲
𦥑,屋,,gˤɔk,匣,一,開,屋,入,胡谷,xuk,hu5,㽇,
𦥑,侯,,gʀˤɔɣ,匣,二,開,肴,上,下巧,xráu,xao4,澩,
𦥑,覺,,sgʀˤok,崇,二,開,覺,入,士角,dzcrök,zho5,澩,
串,元(元0),,hʀʷˤanh,影,二,合,刪,去,烏患,qwàn,uang4,贃,
串,元(元0),,kʀʷˤanh,見,二,合,刪,去,古患,kwàn,guang4,串,
串,見(元1),,kʰlɛnh,昌,三,合,仙A,去,尺絹,tsjhvä̀n,chuang4,串,"廣韻做""穿"""
串,元(元0),,ɣʷˤanh,匣,一,合,桓,去,胡玩,xuàn,huang4,漶,
串,元(元0),,ɣʀʷˤan,匣,二,合,刪,平,戸關,xwan,huang2,䍺,
串,元(元0),,ɣʀʷˤanh,匣,二,合,刪,去,胡慣,xwàn,huang4,䍺患槵,
丽,皮(歌1),,sʀˤɛl,生,二,開,佳,平,山佳,scre,shä1,籭,
丽,歌(歌0),,sʀalh,生,三,開,支B,去,所寄,scyï̀,sy4,襹,
丽,皮(歌1),,sʀɛl,生,三,開,支B,平,所宜,scyï,sy1,欐1籭襹,䗅𧕯合音字=𧕯？
丽,脂,,ʀˤølh,來,四,開,齊,去,郎計,lièi,li4,欐1麗䕻丽儷𠠫,䕻隸戾通
丽,皮(歌1),,ʀɛl,來,三,開,支A,平,吕支,liï,li2,酈麗䕻𧕯鸝,鸝離同
丽,皮(歌1),,sʀɛl,生,三,開,支B,平,所宜,scyï,sy1,𧕯,䗅𧕯合音字=𧕯？
丽,錫,,ʀˤɛk,來,四,開,錫,入,郎擊,liek,li5,酈,南陽方言
丽,歌(歌0),,sxʀalɣ,生,三,開,支B,上,所綺,scyḯ,sy3,躧灑𩎉纚,躧屣同
丽,皮(歌1),,sxʀˤɛlɣ,生,二,開,佳,上,所蟹,scré,shä3,躧灑,
丽,歌(歌0),,sxʀˤalɣ,生,二,開,麻,上,砂下,scrá,sha3,灑,
丽,歌(歌0),,sxʀalh,生,三,開,支B,去,所寄,scyï̀,sy4,灑曬,
丽,皮(歌1),,sxʀˤɛlh,生,二,開,佳,去,所賣,scrè,shä4,曬,
丽,皮(歌1),,tʰʀɛl,徹,三,開,支B,平,丑知,tchyï,chr1,彲,
丽,脂,,ʀˤøl,來,四,開,齊,平,郎奚,liei,li2,驪廲,
丽,皮(歌1),,ʀɛl,來,三,開,支A,平,吕支,liï,li2,驪𣀷孋穲,高驪同高麗
丽,脂,,ʀˤølɣ,來,四,開,齊,上,盧啓,liéi,li3,𣀷欐2鱺,欐𦫈同
丽,皮(歌1),,ʀɛlɣ,來,三,開,支A,上,力紙,liḯ,li3,邐,
丽,皮(歌1),,ʀɛlh,來,三,開,支A,去,力智,liï̀,li4,㿛,
丽,脂,,ʀˤølh,來,四,開,齊,去,郎計,lièi,li4,䚕㿛,
丽,脂,,ʀølh,來,三,開,脂A,去,力至,lì,li4,䚕,
丽,皮(歌1),,ʀɛl,來,三,開,支A,平,吕支,liï,li2,矖,矖瞜同離婁
丽,歌(歌0),,sʀalɣ,生,三,開,支B,上,所綺,scyḯ,sy3,釃矖,
丽,皮(歌1),,sʀɛl,生,三,開,支B,平,所宜,scyï,sy1,釃,
丽,魚,,sxʀʷa,生,三,開,魚,平,所葅,scyo,su1,釃𦌿,訓梳？
余,魚,,lʷah,以,三,開,魚,去,羊洳,jyò,ü4,悇悆,
余,魚,,tʰʀʷah,徹,三,開,魚,去,抽據,tchyò,chu4,悇,
余,魚,,tʰˤa,透,一,開,模,平,他胡,tho,tu1,稌悇𡸂庩䞮䩣㻌,
余,魚,,tʰˤaɣ,透,一,開,模,上,他魯,thó,tu3,稌,
余,魚,,tʰˤa,透,一,開,模,平,他胡,tho,tu1,梌捈,
余,魚,,dˤa,定,一,開,模,平,同都,do,tu2,荼1梌捈塗𣘻筡途涂1酴駼𤙛䣄1䅷嵞峹蒤,
余,魚,,dʀˤa,澄,二,開,麻,平,宅加,dcra,cha2,荼1梌塗𣘻𤶠𡨀茶𡝐𦛝𥥸,
余,魚,,tʰʀʷa,徹,三,開,魚,平,丑居,tchyo,chu1,筡,
余,魚,,tʀˤa,知,二,開,麻,平,陟加,tcra,zha1,𤶠,
余,魚,,tʰʀʷah,徹,三,開,魚,去,抽據,tchyò,chu4,㾻1,
余,魚,,xlaɣ,書,三,開,麻,上,書冶,sjyá,she3,舍騇𩜉捨,
余,魚,,xlah,書,三,開,麻,去,始夜,sjyà,she4,舍騇涻,
余,魚,,xlʷa,書,三,開,魚,平,傷魚,sjyo,shu1,鵨瑹舒𦺗𨛭,
余,魚,,ɣla,以,三,開,麻,平,以遮,jya,ie2,斜䔑,
余,魚,,sɣa,邪,三,開,麻,平,似嗟,zya,sie2,斜䔑,
余,魚,,ɣlˤa,定,一,開,模,平,同都,do,tu2,鵌,
余,魚,,ɣlʷa,以,三,開,魚,平,以諸,jyo,ü2,鵌畬余1蜍1餘艅狳雓,余予吾同源
余,魚,,xla,書,三,開,麻,平,式車,sjya,she1,畬賒,
余,魚,,dʀʷa,澄,三,開,魚,平,直魚,dcyo,chu2,除㾻2篨涂2滁蒢,
余,魚,,dʀʷah,澄,三,開,魚,去,遟倨,dcyò,zhu4,除㾻2,
余,魚,,sɣʷa,邪,三,開,魚,平,似魚,zyo,cü2,徐䣄2䍱俆,
余,魚,,sɣʷaɣ,邪,三,開,魚,上,徐吕,zyó,sü4,敘漵,
余,魚,,hla,船,三,開,麻,平,食遮,zjya,she2,荼2,
余,魚,,da,常,三,開,麻,平,視遮,dzjya,she2,余2佘,方言
余,魚,,dʷa,常,三,開,魚,平,署魚,dzjyo,chu2,蜍2,
余,支,,tʰʀˤɛh,徹,四,開,齊,去,丑戾,thièi,chä4,𥱻,怪音，按律二開佳
克,蒸,,kəŋ,見,三,開,蒸,平,居陵,kyng,jin1,兢,
克,蒸,,gəŋ,群,三,開,蒸,平,其矜,gyng,qin2,殑,
克,蒸,,gəŋɣ,群,三,開,蒸,上,其拯,gýng,jin4,殑,
克,蒸,,gəŋh,群,三,開,蒸,去,其𩜁,gỳng,jin4,殑,
克,職,,kʰˤək,溪,一,開,德,入,苦得,khëk,kä5,克剋勀𡞢,
免,元(元0),,mˤan,明,一,合,桓,平,母官,muan,mang2,鞔悗絻1,
免,微,,mˤəlɣ,明,一,合,灰,上,武罪,muö́i,mei3,浼,
免,見(元1),,mʀˤɛnɣ,明,二,開,山,上,武簡,mrä́n,mang3,𥇅,
免,見(元1),,mɛnh,明,三,合,元,去,無販,müòn,uang4,輓脕1娩1𩆊𦂔,
免,見(元1),,mɛnɣ,明,三,合,元,上,無遠,müón,uang3,娩2輓㝃脕1晚挽,
免,元(元0),,mʀanɣ,明,三,開,仙B,上,亡辨,myä́n,miän3,娩2㝃免勉俛鮸冕絻2,
免,文,,mənh,明,三,合,文,去,亡運,müë̀n,uen4,娩2絻3莬脕2,
免,見(元1),,pʰɛnh,滂,三,合,元,去,芳万,phüòn,fang4,婏嬎奿,
兕,脂,,sɣølɣ,邪,三,開,脂A,上,徐姊,zí,sy4,兕𧰽𠒅𠒃,
兵,蒸,,pʀˤəŋ,幫,二,開,耕,平,布耕,preng,ben1,浜㙃,
兵,陽,,pʀˤaŋɣ,幫,二,開,庚,上,布梗,prä́ng,ben3,浜㑟,
兵,陽,,pʀaŋ,幫,三,開,庚,平,甫明,pyäng,bin1,兵,
初,魚,,skʰʀa,初,三,開,魚,平,楚居,tschyo,cu1,初,todo：單列
別,質,,pʀˤøt,幫,二,開,黠,入,博拔,prät,ba5,捌䤢哵,
別,月(月0),,pʀˤat,幫,二,開,鎋,入,百鎋,prat,ba5,捌㭭,
別,質,,pˤøt,幫,四,開,屑,入,方結,piet,bie5,㭭,
別,月(月0),,pʀat,幫,三,開,薛B,入,方别,pyät,bie5,別䇷𧧸莂,
別,月(月0),,bʀat,並,三,開,薛B,入,皮列,byät,bie5,別𡷘,
利,脂,,ʀˤøl,來,四,開,齊,平,郎奚,liei,li2,黎犁𤛿莉黧藜鯬邌𨛫蔾筣1瓈𥌛𩧋𨿯,𨛫同𨟀。筣笓籬笆同源。𨿯鸝同源
利,脂,,ʀøl,來,三,開,脂A,平,力脂,li,li2,棃梨𠠍蜊蔾犂𢤂鯬鑗䴻蟍𨟀,
利,皮(歌1),,ʀɛl,來,三,開,支A,平,吕支,liï,li2,鵹,同鸝
利,之,,ʀə,來,三,開,之,平,里之,ly,li2,筣2,廣州竹，方音
利,脂,,dʀøl,澄,三,開,脂B,平,直尼,dcyi,chr2,莉,
利,之,,dʀə,澄,三,開,之,平,直之,dcy,chr2,莉,淮南姓，方音
