基聲旁,後期韵部,上古前後演變,上古後期魯曹雅言,聲母,等,開合,韻母,聲調,反切,廣通中古拼音,南京官話拼音,字,略註
利,真(真0),,ʀˤønh,來,四,開,先,去,郎甸,lièn,liän4,浰,
利,質,ek>øt,ʀøth,來,三,開,脂A,去,力至,lì,li4,利𥝢䬆痢,䬅䬆同源
刪,元(元0),,sˤan,心,一,開,寒,平,蘇干,san,sang1,䈀𦙱跚珊姍,
刪,元(元0),,sˤanh,心,一,開,寒,去,蘇旰,sàn,sang4,䈀,
刪,月(月0),,sʀˤath,生,二,開,夬,去,所犗,scràj,shä4,𠱡,
刪,月(月0),,sˤat,心,一,開,曷,入,桑割,sat,sa5,𠱡,
刪,元(元0),,sʀˤan,生,二,開,刪,平,所姦,scran,shang1,狦刪𣧱,
刪,元(元0),,sʀˤanh,生,二,開,刪,去,所晏,scràn,shang4,狦柵,
医,脂,,hˤøl,影,四,開,齊,平,烏奚,qiei,i1,翳㙠繄鷖𧫦嫛黳䃜,todo：併入矢，段註“矢亦聲”
医,脂,,hˤølh,影,四,開,齊,去,於計,qièi,i4,翳㙠繄瞖医嫕蘙殹,
医,質,,hˤøt,影,四,開,屑,入,烏結,qiet,ie5,蠮,
医,支,,xʀˤɛl,曉,二,開,佳,平,火佳,hre,xä1,㗨,
医,支,,hʀˤɛlh,影,二,開,佳,去,烏懈,qrè,ä4,㿄,
医,之,,hə,影,三,開,之,平,於其,qy,i1,㿄醫毉,㿄擬病吟聲，醫與㿄同源
医,支,,ɣlʷɛlh,以,三,合,支A,去,以睡,jvï̀,uei4,贀,
卣,宵,,ɣlˤø,定,四,開,蕭,平,徒聊,dieu,tiao2,𠧪,
卣,幽,,ɣlo,以,三,開,尤,平,以周,jyu,iou2,卣𤪎𠧴𧡹𦵵,遊邎𠧷同
卣,幽,,ɣloɣ,以,三,開,尤,上,與久,jyú,iou3,卣𤪎𣣸,
卣,宵,,ɣløh,以,三,開,宵A,去,弋照,jiä̀u,iao4,𤪎(𣤦),
卣,屋,,sxɔk,心,三,開,燭,入,相玉,syok,su5,𥻆粟憟𣯼㔄,
吠,拜(月1),,bɛth,並,三,合,廢,去,符廢,büö̀j,fei4,吠𩵥鼣,
吳,魚,,ŋˤa,疑,一,開,模,平,五乎,ngo,u2,麌吳㻍蜈鋘1𦨼祦,
吳,魚,,ŋʷaɣ,疑,三,合,虞,上,虞矩,ngüó,ü3,麌俁噳,
吳,魚,,ɣʀʷˤa,匣,二,合,麻,平,戸花,xwa,hua2,鋘2,
吳,魚,,ɣʀʷˤah,匣,二,合,麻,去,胡化,xwà,hua4,㕦,
吳,魚,,ŋˤah,疑,一,開,模,去,五故,ngò,u4,娛誤悞,
吳,魚,,ŋʷa,疑,三,合,虞,平,虞俱,ngüo,ü2,娛虞𩦢,
吹,皮(歌1),,kʰlʷɛl,昌,三,合,支A,平,昌垂,tsjhvï,chuei1,吹炊䶴,
吹,皮(歌1),,kʰlʷɛlh,昌,三,合,支A,去,尺僞,tsjhvï̀,chuei4,吹䶴,
吹,歌(歌0),,xal,曉,三,開,支A,平,香支,hiï,xi1,焁,
吹,歌(歌0),,xʀal,曉,三,開,支B,平,許羈,hyï,xi1,焁,
吽,侯,,xˤɔɣ,曉,一,開,侯,上,呼后,hú,hou3,吽,會意 todo：併入牛
呂,魚,,ʀa,來,三,開,魚,平,力居,lyo,lü2,閭櫚䕡𤁵𥶆𢣻,
呂,魚,,ʀaɣ,來,三,開,魚,上,力舉,lyó,lü3,呂梠侶郘絽𢈚,
呂,魚,,ʀah,來,三,開,魚,去,良倨,lyò,lü4,𦊼,
呂,魚,,ɣlʷa,以,三,開,魚,平,以諸,jyo,ü2,予𤰩妤伃,
呂,魚,,ɣlʷaɣ,以,三,開,魚,上,余吕,jyó,ü3,予,
呂,魚,,ɣlʷah,以,三,開,魚,去,羊洳,jyò,ü4,豫預蕷𡱣忬澦,
呂,魚,,dʀaɣ,澄,三,開,魚,上,直吕,dcyó,zhu4,芧,
呂,魚,,xlʷa,書,三,開,魚,平,傷魚,sjyo,shu1,紓舒𦺗,
呂,魚,,hlʷaɣ,船,三,開,魚,上,神與,zjyó,shu4,紓抒杼,
呂,魚,,sɣʷaɣ,邪,三,開,魚,上,徐吕,zyó,sü4,抒𡱣序,
呂,魚,,sɣʷah,邪,三,開,魚,去,徐預,zyò,sü4,𡱣𡳌(𡲁),
呂,魚,,glʷaɣ,常,三,開,魚,上,承與,dzjyó,shu4,野墅,
呂,魚,,ɣlaɣ,以,三,開,麻,上,羊者,jyá,ie3,野𡐨(壄)冶,
呂,魚,,kaɣ,見,三,開,魚,上,居許,kyó,jü3,莒筥,莒芋同源？
告,屋,,kʰˤɔk,溪,一,開,屋,入,空谷,khuk,ku5,䧊,
告,覺,,kˤok,見,一,開,沃,入,古沃,kok,gu5,䧊,
告,屋,,gˤɔk,匣,一,開,屋,入,胡谷,xuk,hu5,䶜,
告,覺,,kˤok,見,一,開,沃,入,古沃,kok,gu5,䶜,
告,覺,,kˤok,見,一,開,沃,入,古沃,kok,gu5,梏告郜祰牿䧼,
告,覺,,kˤokh,見,一,開,豪,去,古到,kàu,gao4,郜告誥,
告,屋,,kʀˤɔk,見,二,開,覺,入,古岳,krök,jo5,梏,
告,覺,,kʀˤokh,見,二,開,肴,去,古孝,kràu,jao4,窖,
告,幽,,kʰˤoɣ,溪,一,開,豪,上,苦浩,kháu,kao3,祰,
告,覺,,kʰˤokh,溪,一,開,豪,去,苦到,khàu,kao4,靠,
告,覺,,kʰˤok,溪,一,開,沃,入,苦沃,khok,ku5,硞酷焅𥞴嚳𡷥,
告,屋,,kʰʀˤɔk,溪,二,開,覺,入,苦角,khrök,qo5,硞𤿩,
告,覺,,ɣˤok,匣,一,開,沃,入,胡沃,xok,hu5,鵠頶𨴬,
告,緝,,kˤəp,見,一,開,合,入,古沓,köp,go5,浩,地名方言
告,幽,,gˤoɣ,匣,一,開,豪,上,胡老,xáu,hao4,浩晧皓,
囪,東,,skˤɔŋ,精,一,開,東,平,子紅,tsung,zong1,鬷猣鯼翪緵㚇騣𩮰鬉葼嵕椶<=棕>艐蝬𥓻㣭稯,
囪,東,,skˤɔŋɣ,精,一,開,東,上,作孔,tsúng,zong3,𩮰鬷猣翪䁓熜𢊕傯總摠𨍈𢝰,
囪,東,,skˤɔŋh,精,一,開,東,去,作弄,tsùng,zong4,䁓傯㚇鯼緵糉,
囪,東,,skʰˤɔŋ,清,一,開,東,平,倉紅,tshung,cong1,熜𢊕,
囪,東,,skʰˤɔŋ,清,一,開,東,平,倉紅,tshung,cong1,囪怱忩葱楤𨍉聦聰繱𤧚騘䗓𨣭鍯鏓,
囪,東,,skʰʀˤɔŋ,初,二,開,江,平,楚江,tschröng,chuang1,囪䎫堫窻牕窓𥎋,
囪,東,,skʰʀˤɔŋh,初,二,開,江,去,楚絳,tschrö̀ng,chuang4,䎫,
囪,東,,skˤɔŋ,精,一,開,東,平,子紅,tsung,zong1,堫,
囪,東,,skʰˤɔŋh,清,一,開,東,去,千弄,tshùng,cong4,謥憁,
囪,職,,kʀˤəkh,見,二,開,皆,去,古拜,krä̀i,jä4,艐䁓,同屆
囪,東,,sxˤɔŋ,心,一,開,東,平,蘇公,sung,song1,𣞷𢤄,
囪,東,,sxˤɔŋɣ,心,一,開,東,上,先孔,súng,song3,𣞷䉥,
囪,東,,klɔŋɣ,章,三,開,鍾,上,職勇,tsjyóng,zhong3,𢃭,
坐,歌(歌0),,skʷal,精,三,合,戈,平,子𩨷,tsüö,züe1,侳𩛠,
坐,歌(歌0),,skʷˤalh,精,一,合,戈,去,則卧,tsuö̀,zo4,侳挫,
坐,歌(歌0),,skʷˤalh,精,一,合,戈,去,則卧,tsuö̀,zo4,夎,
坐,微,,skʷˤəlh,精,一,合,灰,去,子對,tsuö̀i,zuei4,夎,
坐,歌(歌0),,skʀʷˤalʔ,莊,二,合,麻,平,莊華,tscwa,zhua1,髽,
坐,歌(歌0),,skʰʷˤal,清,一,合,戈,平,七戈,tshuö,co1,遳,
坐,歌(歌0),,skʰʷˤalh,清,一,合,戈,去,麤卧,tshuö̀,co4,銼剉莝,
坐,歌(歌0),,sgʷˤal,從,一,合,戈,平,昨禾,dzuö,co2,銼矬痤㭫睉,
坐,歌(歌0),,skʷˤal,精,一,合,戈,平,昨禾(木),dzuö,co2,銼(鎐),
坐,歌(歌0),,sgʷˤal,從,一,合,戈,平,昨木<禾>,dzuö,co2,銼,
坐,歌(歌0),,sgʷˤalɣ,從,一,合,戈,上,徂果,dzuö́,zo4,坐𡋲,
坐,歌(歌0),,sgʷˤalh,從,一,合,戈,去,徂卧,dzuö̀,zo4,坐座,
坐,山,,,從,二,開,山,平,昨閑,dzrän,chang2,𡎻,中古怪音
坐,見(元1),,sgʀˤɛn,崇,二,開,山,平,士山,dzcrän,chang2,𡎻,
坐,見(元1),,sgʀɛn,崇,三,開,仙B,平,士連,dzcyän,cang2,𡎻,
坐,歌(歌0),,skʷalɣ,精,三,合,戈,上,𩛠瓦,tsüö́,züe3,𡎬,
坐,歌(歌0),,skʰʀʷˤalɣ,初,二,合,麻,上,叉瓦,tschwá,chua3,䂳,
坐,歌(歌0),,skʰʷˤalɣ,清,一,合,戈,上,倉果,tshuö́,co3,䂳脞,
坐,歌(歌0),,skʰʷal,清,三,合,戈,平,醋伽,tshüö,cüe1,脞㛗,
坐,歌(歌0),,sxʷˤal,心,一,合,戈,平,蘇禾,suö,so1,㛗趖𧨀,
夋,微,,skʷˤəl,精,一,合,灰,平,臧回,tsuöi,zuei1,䘒<=脧>𡱥,todo：併入允
夋,微,,skʷˤəlh,精,一,合,灰,去,子對,tsuö̀i,zuei4,捘,
夋,文,,skʷˤənh,精,一,合,魂,去,子寸,tsùon,zuen4,捘,
夋,文,,skʰʷən,清,三,合,諄,平,七倫,tshvin,cüin1,捘逡竣皴㕙踆𠣟夋䞭,
夋,歌(歌0),,sxʷˤal,心,一,合,戈,平,蘇禾,suö,so1,唆梭,
夋,元(元0),,sxʷˤan,心,一,合,桓,平,素官,suan,suang1,酸狻䝜痠𩆑,
夋,歌(歌0),,sxʷˤalɣ,心,一,合,戈,上,蘇果,suö́,so3,葰䈗,
夋,歌(歌0),,sxʀʷˤalɣ,生,二,合,麻,上,沙瓦,scwá,shua3,葰傻<=𧫝>,
夋,歌(歌0),,sxʀʷˤalh,生,二,合,麻,去,所化,scwà,shua4,傻誜,
夋,物,,skʰʷət,清,三,合,術,入,倉聿,tshvit,cü5,焌,
夋,文,,skʷˤənh,精,一,合,魂,去,子寸,tsùon,zuen4,焌,
夋,文,,skʷənh,精,三,合,諄,去,子峻,tsvìn,züin4,焌,
夋,文,,skʰʷən,清,三,合,諄,平,七倫,tshvin,cüin1,㕙逡竣皴捘踆𠣟夋,
夋,文,,skʷənh,精,三,合,諄,去,子峻,tsvìn,züin4,㕙俊餕畯駿𪕞,
夋,文,,skʷənh,精,三,合,諄,去,子峻,tsvìn,züin4,晙,
夋,文,,sxʷənh,心,三,合,諄,去,私閏,svìn,süin4,晙,
夋,文,,sxʷənh,心,三,合,諄,去,私閏,svìn,süin4,𡺲峻浚陖埈鵕𢏤,
夋,元(元0),,skʷan,精,三,合,仙A,平,子泉,tsvän,züän1,鋑脧,
夋,元(元0),,skʰʷan,清,三,合,仙A,平,此緣,tshvän,cüän1,悛,
夾,談(談0),,xlamɣ,書,三,開,鹽A,上,失冉,sjiä́m,shang3,陝㚒𡟨,
夾,業(葉1),,hˤɛph,影,四,開,齊,去,於計,qièi,i4,㥷瘱,
夾,葉(葉0),,kʀˤap,見,二,開,狎,入,古狎,krap,ja5,梜𠩘,
夾,業(葉1),,kˤɛp,見,四,開,怗,入,古協,kiep,je5,筴梜頰𩠣鋏莢蛺唊𥞵,
夾,緝,,kʀˤəp,見,二,開,洽,入,古洽,kräp,ja5,筴夾郟裌㿓鵊䩡,
夾,業(葉1),,xˤɛp,曉,四,開,怗,入,呼牒,hiep,xe5,㛍1,
夾,業(葉1),,kʰˤɛp,溪,四,開,怗,入,苦協,khiep,qe5,㛍1愜㥦悏㾜匧篋㤲,
夾,談(談0),,xʀamɣ,曉,三,開,鹽B,上,虚檢,hyä́m,xän3,㛍2,
夾,緝,,kʰʀˤəp,溪,二,開,洽,入,苦洽,khräp,qa5,𢂿,
夾,業(葉1),,gˤɛp,匣,四,開,怗,入,胡頰,xiep,xe5,𠗉綊挾俠,
夾,葉(葉0),,gʀˤap,匣,二,開,狎,入,胡甲,xrap,xa5,𠗉,
夾,業(葉1),,skˤɛp,精,四,開,怗,入,子協,tsiep,zie5,浹𠗉㼪,
夾,緝,,ɣʀˤəp,匣,二,開,洽,入,侯夾,xräp,xa5,狹陜陿峽硤𢈙𪘘𤲍,
夾,緝,,xʀˤəp,曉,二,開,洽,入,呼洽,hräp,xa5,㰰,
夾,嚴(談1),,xˤɛm,曉,四,開,添,平,許兼,hiem,xän1,䵌,
夾,葉(葉0),,sxʀˤap,生,二,開,狎,入,所甲,scrap,sha5,翜䬊𧻵,
夾,緝,,sxʀəp,生,三,開,緝B,入,色立,scyp,sä5,翜,
夾,葉(葉0),,hʀaph,影,三,開,祭B,去,於罽,qyèj,i4,瘞,
夾,談(談0),,kʰamɣ,溪,三,開,鹽A,上,謙琰,khiä́m,qän3,脥,
夾,葉(葉0),,kʰap,溪,三,開,葉A,入,去涉,khiäp,qe5,𤷾,
夾,葉(葉0),,sxʀap,生,三,開,葉B,入,山輒,scyäp,sä5,㰼,
夾,葉(葉0),,skap,精,三,開,葉A,入,即葉,tsiäp,zie5,䀹,
夾,葉(葉0),,kʰlap,昌,三,開,葉A,入,叱涉,tsjhiäp,chä5,䧪,
妟,元(元0),,hˤan,影,一,開,寒,平,烏寒,qan,ang1,䢿安䀂鞌侒,
妟,元(元0),,hˤanh,影,一,開,寒,去,烏旰,qàn,ang4,晏䢿按案洝荌䅁,
妟,元(元0),,hʀˤanh,影,二,開,刪,去,烏澗,qràn,iän4,晏騴䁙鴳鷃,晏㬫同源
妟,月(月0),,hˤat,影,一,開,曷,入,烏葛,qat,o5,頞胺咹,
妟,見(元1),,hɛnɣ,影,三,開,元,上,於幰,qyón,iän3,堰郾䞁褗偃鶠匽鼴蝘1鰋,
妟,見(元1),,hɛnh,影,三,開,元,去,於建,qyòn,iän4,堰郾䞁褗㰽,
妟,元(元0),,hanh,影,三,開,仙A,去,於扇,qiä̀n,iän4,堰,
妟,見(元1),,hˤɛnh,影,四,開,先,去,於甸,qièn,iän4,宴𥉛,
妟,見(元1),,hˤɛnɣ,影,四,開,先,上,於殄,qién,iän3,躽𥈔宴蝘2,
妟,元(元0),,hanh,影,三,開,仙A,去,於扇,qiä̀n,iän4,躽𥈔,
妟,質,,hʀˤøt,影,二,開,黠,入,烏黠,qrät,ia5,𥈔揠,
妥,歌(歌0),xn>xl,xlʷˤalɣ,透,一,合,戈,上,他果,thuö́,to3,妥㟎鵎,
妥,歌(歌0),xn>xl,xlʷˤalɣ,透,一,合,戈,上,他果,thuö́,to3,㟎,
妥,微,xn>xl,xlʷˤəlɣ,透,一,合,灰,上,吐猥,thuö́i,tuei3,㟎,
妥,微,xn>xl,xlʷˤəlɣ,透,一,合,灰,上,吐猥,thuö́i,tuei3,脮骽㱣㞂,
妥,微,xn>xl,xlʷˤəl,透,一,合,灰,平,他回,thuöi,tuei1,𡲾(㞜),
妥,微,xn>xl,xlʷˤəlh,透,一,合,灰,去,他内,thuö̀i,tuei4,㞂(𡯵),
妥,歌(歌0),,nʷˤal,泥,一,合,戈,平,奴禾,nuö,lo2,挼(捼),
妥,脂,,nʷøl,日,三,合,脂A,平,儒隹,njvi,ruei2,捼,
妥,微,,nʷˤəl,泥,一,合,灰,平,乃回,nuöi,luei2,捼,
妥,微,sn>s,sʷˤəl,心,一,合,灰,平,素回,suöi,suei1,挼,
妥,微,,nʷˤəl,泥,一,合,灰,平,乃回,nuöi,luei2,𨡌,
妥,微,,nʷˤəlɣ,泥,一,合,灰,上,奴罪,nuö́i,luei3,浽脮餒(餧)娞𩗔鮾㼏,
妥,微,sn>s,sʷəl,心,三,合,脂A,平,息遺,svi,suei1,浽䅑綏荽(荾葰),
妥,皮(歌1),sn>s,sʷɛlh,心,三,合,支A,去,思累,svï̀,suei4,䅑(䅗),
妥,微,,nʷəl,日,三,合,脂A,平,儒隹,njvi,ruei2,䅑綏(緌)桵,
妥,皮(歌1),,nʷɛl,日,三,合,支A,平,人垂,njvï,ruei2,痿䬐,
妥,皮(歌1),,nʀʷɛlh,娘,三,合,支B,去,女恚,nüï̀,luei4,諉㢻,
妥,脂,,søl,心,三,開,脂A,平,息夷,si,sy1,鋖,
孚,幽,,pʰʀˤo,滂,二,開,肴,平,匹交,phrau,pao1,脬,
孚,侯,,bˤɔ,並,一,開,侯,平,薄侯,bu,pou2,捊,
孚,幽,,bʀˤo,並,二,開,肴,平,薄交,brau,pao2,捊,
孚,幽,,bo,並,三,開,尤,平,縛謀,byu,fu2,哹,
孚,幽,,po,幫,三,開,尤,平,甫鳩,pyu,fu1,哹,
孚,侯,,pʰɔ,滂,三,合,虞,平,芳無,phüo,fu1,孚郛筟俘孵稃莩㲗𣨈(殍),
孚,侯,,pʰɔ,滂,三,合,虞,平,芳無,phüo,fu1,桴罦䱐,
孚,幽,,bo,並,三,開,尤,平,縛謀,byu,fu2,桴罦䱐,罦同罘䍖
孚,侯,,pʰɔh,滂,三,合,虞,去,芳遇,phüò,fu4,䞯,
孚,幽,,bo,並,三,開,尤,平,縛謀,byu,fu2,浮𥰛琈粰䳕蜉烰𡦄艀䨗孚,
宋,侵,,sxˤəmh,心,一,開,覃,去,蘇紺,sö̀m,sang4,俕䫅,
宋,侵,,ʀˤəmɣ,來,一,開,覃,上,盧感,lö́m,lang3,浨,同醂漤
宋,侵,,sxˤəmɣ,心,一,開,覃,上,桑感,sö́m,sang3,㧲䊉,
宋,冬,om>oŋ,sxˤoŋh,心,一,開,冬,去,蘇統,sòng,song4,宋,
寽,微,,ʀʷˤəlh,來,一,合,灰,去,盧對,luö̀i,luei4,酹,
寽,月(月0),,ʀʷˤath,來,一,合,泰,去,郎外,luàj,luei4,酹㲕,
寽,月(月0),,ʀʷat,來,三,合,薛A,入,力輟,lvät,lüe5,㲕蛶㸹㭩𢚃埒䟹鋝浖哷,
寽,月(月0),,ʀʷˤat,來,一,合,末,入,郎活,luat,lo5,蛶㸹㭩捋𠜖,
寽,物,,ʀʷət,來,三,合,術,入,呂卹,lvit,lü5,寽𥭐,
寽,月(月0),,ʀʷat,來,三,合,薛A,入,力輟,lvät,lüe5,脟,
寽,元(元0),,ʀʷanɣ,來,三,合,仙A,上,力兖,lvä́n,luang3,脟,
尨,冬,,mˤoŋɣ,明,一,開,冬,上,莫湩,móng,men3,䏵,
尨,冬,,mˤoŋɣ,明,一,開,冬,上,莫湩,móng,men3,𪁪,
尨,東,,mʀˤɔŋɣ,明,二,開,江,上,武項,mrö́ng,mang3,𪁪,
尨,東,,mʀˤɔŋɣ,明,二,開,江,上,武項,mrö́ng,mang3,𠈵,
尨,東,,mʀˤɔŋ,明,二,開,江,平,莫江,mröng,mang2,𠈵厖駹狵尨浝哤牻娏䵨㟌蛖𥆙痝,
尨,東,,ʀɔŋɣ,來,三,開,鍾,上,力踵,lyóng,long3,㙙,
尾,微,,mˤəlɣ,明,一,合,灰,上,武罪,muö́i,mei3,䜸,
尾,微,,xʷəlɣ,曉,三,合,微,上,許偉,hüë́i,huei3,𤈦,
尾,微,,mʀəlh,明,三,開,脂B,去,明祕,myì,mei4,娓,
尾,微,,məlɣ,明,三,合,微,上,無匪,müë́i,uei3,娓尾浘䞔䅏䬿,
尾,微,,məlh,明,三,合,微,去,無沸,müë̀i,uei4,䊊,
尿,宵,,nˤøh,泥,四,開,蕭,去,奴弔,nièu,liao4,尿㞙,同溺
巠,耕,,hˤɛŋɣ,影,四,開,青,上,烟涬,qiéng,in3,𩳍,
巠,耕,,hʀˤɛŋ,影,二,開,耕,平,烏莖,qreng,in1,莖1,
巠,耕,,kɛŋɣ,見,三,開,清,上,居郢,kiä́ng,jin3,頸,
巠,耕,,kˤɛŋ,見,四,開,青,平,古靈,kieng,jin1,經頸涇巠,
巠,耕,,kˤɛŋh,見,四,開,青,去,古定,kièng,jin4,經徑逕𠲮俓1𩰹桱,
巠,耕,,kˤɛŋɣ,見,四,開,青,上,古挺,kiéng,jin3,剄烴,
巠,耕,,ɣʀˤɛŋ,匣,二,開,耕,平,戸耕,xreng,xin2,牼莖2䪫,
巠,耕,,kʰʀˤɛŋ,溪,二,開,耕,平,口莖,khreng,ken1,牼羥誙𡷨硜,
巠,印(真1),,kʰʀˤøŋ,溪,二,開,山,平,苦閑,khrän,qän1,羥,
巠,耕,,xˤɛŋ,曉,四,開,青,平,呼刑,hieng,xin1,蛵,
巠,耕,,ŋˤɛŋɣ,疑,四,開,青,上,五剄,ngiéng,in3,䀴,
巠,耕,,ŋˤɛŋɣ,疑,四,開,青,上,五冷(洽夾),ngiéng,in3,䀴,
巠,印(真1),,ŋˤøŋ,疑,四,開,先,平,五堅,ngien,iän2,俓2,訓𠆻？
巠,耕,,ŋʀˤɛŋ,疑,二,開,耕,平,五莖,ngreng,en2,娙俓2,
巠,耕,,ɣˤɛŋ,匣,四,開,青,平,戸經,xieng,xin2,娙鋞䣆陘𤭓,
巠,耕,,ɣˤɛŋɣ,匣,四,開,青,上,胡頂,xiéng,xin4,𩷏鋞脛𢙼,
巠,耕,,ɣˤɛŋh,匣,四,開,青,去,胡定,xièng,xin4,脛踁,
巠,耕,,ɣɛŋ,群,三,開,清,平,巨成,giäng,qin2,𩷏葝頸𦳲,
巠,耕,,ɣʀɛŋ,群,三,開,庚,平,渠京,gyäng,qin2,葝,
巠,耕,,kɛŋh,見,三,開,清,去,居正,kiä̀ng,jin4,勁,
巠,耕,,kʰˤɛŋh,溪,四,開,青,去,苦定,khièng,qin4,𨆪鑋𥥻,
巠,耕,,kʰɛŋ,溪,三,開,清,平,去盈,khiäng,qin1,輕𨆪鑋,
巠,耕,,kʰɛŋh,溪,三,開,清,去,墟正,khiä̀ng,qin4,輕,
巠,耕,,ɣɛŋɣ,群,三,開,清,上,巨郢,giä́ng,jin4,痙𠗊,
巠,耕,,xɛŋh,曉,三,開,清,去,許令,hiä̀ng,xin4,𩈡,
巠,耕,,tʰʀɛŋ,徹,三,開,清,平,丑貞,tchiäng,chen1,䞓,
巫,魚,,ma,明,三,合,虞,平,武夫,müo,u2,誣巫莁𢃀,
希,微,,xʀˤəl,曉,二,開,皆,平,喜皆,hräi,xä1,𢓬,
希,微,,xəl,曉,三,開,微,平,香衣,hyëi,xi1,豨俙欷希晞莃鵗睎稀𧻶桸1悕,
希,微,,xəlɣ,曉,三,開,微,上,虚豈,hyë́i,xi3,豨俙𪖥唏霼,
希,微,,xəlh,曉,三,開,微,去,許旣,hyë̀i,xi4,欷唏䮎,
希,歌(歌0),,xʀalɣ,曉,三,開,支B,上,興倚,hyḯ,xi3,𪖥,
希,文,,xənh,曉,三,開,欣,去,香靳,hyë̀n,xin4,脪㾙,
希,文,,xʀənɣ,曉,三,開,真B,上,興腎,hín,xin3,脪㾙,
希,物,,xət,曉,三,開,迄,入,許迄,hyët,xi5,䛥,
希,歌(歌0),,xʀal,曉,三,開,支B,平,許羈,hyï,xi1,桸2,
希,脂,rx>tʰʀ,tʰʀøl,徹,三,開,脂B,平,丑飢,tchyi,chr1,絺郗𥭘脪瓻,
弄,東,,ʀˤɔŋh,來,一,開,東,去,盧貢,lùng,long4,弄𢙱梇哢㢅㳥,
弄,,,ʀʷˤak,來,一,合,鐸,入,盧穫,luak,lo5,硦,𥕖硦配疊韻
弟,脂,,tʰˤøl,透,四,開,齊,平,土雞,thiei,ti1,梯睇𨁃,
弟,脂,,tʰˤølɣ,透,四,開,齊,上,他禮,thiéi,ti3,涕挮,
弟,脂,,tʰˤølh,透,四,開,齊,去,他計,thièi,ti4,涕鬀剃,薙
弟,脂,,dˤølh,定,四,開,齊,去,特計,dièi,di4,鬀弟睇悌娣第,
弟,脂,,dˤølɣ,定,四,開,齊,上,徒禮,diéi,di4,弟娣悌䑯,
弟,脂,,dˤøl,定,四,開,齊,平,杜奚,diei,ti2,㖒綈罤蕛稊𦯔䬾鵜銻鮷𧋘,
弟,質,,dʀøt,澄,三,開,質B,入,直一,dcyt,zhr5,豑,
役,錫,,ɣˤɛk,匣,四,開,錫,入,胡狄,xiek,xi5,𣒃(椺),椺會意
役,職,,ɣʀˤək,匣,二,開,麥,入,下革,xrek,hä5,𤈧,
役,錫,,xʷˤɛk,曉,四,合,錫,入,呼狊,hvek,xü5,𥆛𥍟,
役,錫,,kʰˤɛk,溪,四,開,錫,入,苦擊,khiek,qi5,𥍠(𥍰),𥍠𥍰皆𥍟之訛傳
役,錫,,xˤɛk,曉,四,開,錫,入,許激,hiek,xi5,𥍠(𥍰),新撰字鏡：𥍰呼敵反。
役,錫,,xʷɛk,曉,三,合,昔,入,許役,hväk,xü5,𥆛,
役,錫,,ɣlʷɛk,以,三,合,昔,入,營隻,jväk,ü5,䓈役疫𩷍坄垼炈𪁛鈠𩂹豛𧈻,
役,支,,ɣlʷɛɣ,以,三,合,支A,上,羊捶,jvḯ,uei3,䓈,
我,歌(歌0),,ŋˤal,疑,一,開,歌,平,五何,ngö,o2,𩒰硪莪哦娥䄉峨鵝俄蛾2睋涐誐,
我,歌(歌0),,ŋˤalɣ,疑,一,開,歌,上,五可,ngö́,o3,𩒰硪我騀㧴,
我,歌(歌0),,ŋˤalh,疑,一,開,歌,去,五个,ngö̀,o4,餓,
我,歌(歌0),,hʷal,影,三,合,戈,平,於靴,qüö,üe1,𠏃,
我,歌(歌0),,xʀal,曉,三,開,支B,平,許羈,hyï,xi1,羛犧羲曦,
我,歌(歌0),,ŋʀalɣ,疑,三,開,支B,上,魚倚,ngyḯ,i3,轙羛蟻蛾2礒艤檥㠖,
我,歌(歌0),,ŋʀal,疑,三,開,支B,平,魚羈,ngyï,i2,𥫃轙儀䣡䴊,
我,歌(歌0),,ŋʀalh,疑,三,開,支B,去,宜寄,ngyï̀,i4,𥫃議義,
我,皮(歌1),,ŋʀʷɛl,疑,三,合,支B,平,魚爲,ngüï,uei2,㕒,
戒,職,,kˤək,見,一,開,德,入,古得,këk,gä5,裓𢧧,
戒,之,,kˤə,見,一,開,咍,平,古哀,köi,gä1,祴,
戒,職,,kʰʀˤəkh,溪,二,開,皆,去,苦戒,khrä̀i,qä4,𤈪,
戒,職,,ɣʀˤəkh,匣,二,開,皆,去,胡介,xrä̀i,xä4,械㳦,
戒,之,,ɣʀˤəɣ,匣,二,開,皆,上,侯楷,xrä́i,xä4,駴,
戒,職,,xʀˤəkh,曉,二,開,皆,去,許介,hrä̀i,xä4,㖑,
戒,職,,kʀˤəkh,見,二,開,皆,去,古拜,krä̀i,jä4,悈誡戒,
戒,職,,kək,見,三,開,職,入,紀力,kyk,ji5,悈,
折,質,,tˤøth,端,四,開,齊,去,都計,tièi,di4,𢰂,
折,質,,dˤøth,定,四,開,齊,去,特計,dièi,di4,𢰂,
折,物,sd>sɣ,sɣət,邪,三,合,薛A,入,寺絕,zvät,süe5,㿱𧋍,
折,月(月0),,dat,常,三,開,薛A,入,常列,dzjiät,shä5,折1,
折,月(月0),,tat,章,三,開,薛A,入,旨熱,tsjiät,zhä5,晢䩢䀸折1晣浙䏳,
折,月(月0),,tath,章,三,開,祭A,去,征例,tsjièj,zhr4,晢䩢䀸䇽㝂狾𥍭䭁,
折,月(月0),,tʰʀath,徹,三,開,祭B,去,丑例,tchyèj,chr4,㑜䀸䟷,
折,月(月0),,lath,以,三,開,祭A,去,餘制,jièj,i4,㑜𢂼,
